IP,TimeStamp,URL,Status
10.131.0.1,2017-11-22 23:27:02,GET /description.php?name=The%20Triangle HTTP/1.1,400
10.130.2.1,2017-11-30 19:48:48,GET /home.php HTTP/1.1,200
10.128.2.1,2017-12-18 04:39:16,GET /img/ruet.png HTTP/1.1,200
10.130.2.1,2017-12-13 19:17:05,GET /profile.php?user=Goni HTTP/1.1,400
10.130.2.1,2017-12-02 21:59:04,GET /countdown.php HTTP/1.0,403
10.128.2.1,2017-12-16 16:20:41,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,2017-11-30 03:22:03,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1,2017-11-30 18:03:58,GET /profile.php?user=st.zuhori HTTP/1.1,400
10.131.0.1,2017-11-17 06:27:30,GET / HTTP/1.1,302
10.131.2.1,2017-11-30 16:08:03,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,403
10.131.0.1,2018-01-29 20:23:31,GET /home.php HTTP/1.1,302
10.128.2.1,2017-11-30 16:00:46,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1,2018-01-29 20:23:25,GET /profile.php?user=DevSkill HTTP/1.1,403
10.131.0.1,2017-11-30 18:09:25,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,2017-11-30 15:23:37,GET /description.php?id=60 HTTP/1.1,403
10.131.2.1,2017-11-30 17:54:23,GET /js/jquery.min.js HTTP/1.1,403
10.128.2.1,2017-11-30 20:09:04,GET /details.php?id=38 HTTP/1.1,403
10.130.2.1,2017-11-30 16:50:44,GET /css/normalize.css HTTP/1.1,200
10.128.2.1,2017-11-30 21:29:16,GET /login.php HTTP/1.1,200
10.130.2.1,2017-12-13 16:15:01,GET /css/style.css HTTP/1.1,200
10.128.2.1,2017-12-15 08:55:43,GET /home.php HTTP/1.1,200
10.128.2.1,2018-01-29 20:18:07,GET /home.php HTTP/1.1,302
10.131.2.1,2017-11-30 17:02:31,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,2017-11-29 18:23:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,2017-11-30 15:58:00,GET /profile.php?user=uva HTTP/1.1,401
10.131.2.1,2017-11-30 16:48:29,POST /action.php HTTP/1.1,403
10.130.2.1,2018-01-29 20:17:59,GET /details.php?name=Magic%20Square&cod=13 HTTP/1.1,403
10.130.2.1,2018-01-29 20:26:29,GET /details.php?id=42 HTTP/1.1,401
10.129.2.1,2017-11-30 16:04:01,GET /profile.php?user=DevSkill HTTP/1.1,400
10.131.2.1,2017-11-29 21:53:33,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1,2017-11-30 16:50:21,GET /allsubmission.php?name=zerocool HTTP/1.1,403
10.129.2.1,2017-11-30 18:48:48,GET /editcontestproblem.php?id=44 HTTP/1.1,403
10.130.2.1,2017-11-30 17:25:51,GET /contestsubmission.php?id=16&page=2 HTTP/1.1,200
10.131.2.1,2017-11-13 13:03:12,GET /contestproblem.php?name=RUET%20OJ%20Testing%20Contest%202 HTTP/1.1,400
10.130.2.1,2017-11-30 17:44:41,GET /contest.php HTTP/1.1,200
10.129.2.1,2017-11-25 18:11:58,GET /fonts/glyphicons-halflings-regular.woff2 HTTP/1.1,400
10.131.0.1,2017-11-13 13:03:23,GET /profile.php?user=mkarzymat HTTP/1.1,400
10.131.0.1,2017-11-30 16:50:07,POST /login.php HTTP/1.1,400
10.128.2.1,2017-11-30 09:56:31,GET /login.php?value=fail HTTP/1.1,200
10.128.2.1,2017-11-30 17:17:47,GET /profile.php?user=ksrsingh HTTP/1.1,401
10.128.2.1,2017-12-01 06:24:06,GET /dcss/bootstrap-datetimepicker.min.css HTTP/1.1,401
10.130.2.1,2017-11-17 16:26:49,POST /archive.php HTTP/1.1,403
10.131.2.1,2017-11-30 11:56:00,GET /home.php HTTP/1.1,400
10.131.2.1,2017-11-23 18:05:03,GET /css/normalize.css HTTP/1.1,400
10.130.2.1,2017-12-01 19:07:00,GET /details.php?id=41 HTTP/1.1,400
10.128.2.1,2017-11-19 20:59:51,GET /css/main.css HTTP/1.1,200
10.130.2.1,2017-11-12 11:18:02,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,403
10.131.2.1,2017-11-30 15:24:15,GET / HTTP/1.1,200
10.131.0.1,2017-11-30 12:23:10,GET /contestsubmission.php?id=13&page=2 HTTP/1.1,401
10.131.0.1,2017-12-01 06:28:09,GET / HTTP/1.1,302
10.131.2.1,2017-11-08 18:44:44,GET /css/normalize.css HTTP/1.1,200
10.128.2.1,2017-11-30 18:49:21,GET /profile.php?user=bala HTTP/1.1,400
10.131.0.1,2017-12-01 15:03:28,GET /contestsubmission.php?id=16&show=samin_1610002 HTTP/1.1,400
10.131.2.1,2017-11-30 12:38:06,GET /description.php?id=77 HTTP/1.1,403
10.131.0.1,2017-12-01 16:51:06,GET /fonts/fontawesome-webfont.woff2 HTTP/1.0,401
10.131.2.1,2017-11-11 19:41:44,GET /profile.php?user=ashadullah HTTP/1.1,200
10.130.2.1,2017-11-25 11:13:40,GET /details.php?id=3 HTTP/1.1,401
10.129.2.1,2017-11-16 02:28:20,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-29 15:07:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,2018-01-29 20:18:08,GET /editcontestproblem.php?id=45 HTTP/1.1,400
10.131.2.1,2017-11-23 18:48:19,POST /compile.php HTTP/1.1,200
10.128.2.1,2018-01-29 20:28:02,GET /home.php HTTP/1.1,302
10.129.2.1,2017-12-01 10:50:26,GET /contestsubmission.php?id=16&show=tanu_1603070 HTTP/1.1,401
10.129.2.1,2017-11-26 22:12:04,GET /profile.php?user=xyz HTTP/1.1,400
10.129.2.1,2017-11-13 13:02:24,GET /css/normalize.css HTTP/1.1,304
10.131.0.1,2017-11-30 21:48:21,GET /archive.php HTTP/1.0,403
10.128.2.1,2017-11-14 03:47:51,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-30 15:00:32,POST /process.php HTTP/1.1,302
10.130.2.1,2017-11-13 09:12:00,GET / HTTP/1.1,302
10.131.0.1,2017-11-30 16:45:35,GET /contestsubmit.php?id=42 HTTP/1.1,400
10.129.2.1,2017-11-13 13:03:06,GET /contest.php HTTP/1.1,200
10.129.2.1,2017-11-29 16:46:07,GET /profile.php?user=shawon HTTP/1.1,403
10.131.2.1,2017-11-30 16:09:41,GET /contestproblem.php?name=RUET%20OJ%20Testing%20Contest%202 HTTP/1.1,401
10.129.2.1,2017-11-29 14:53:24,GET /home.php HTTP/1.1,200
10.130.2.1,2017-11-30 18:41:17,GET /edit.php?name=ksrsingh HTTP/1.1,401
10.131.0.1,2017-12-15 17:07:14,GET /archive.php HTTP/1.1,200
10.131.0.1,2017-12-16 19:12:13,GET /profile.php?user=st.zuhori HTTP/1.1,400
10.131.0.1,2017-11-30 12:17:39,GET /details.php?id=38 HTTP/1.1,400
10.129.2.1,2017-12-03 15:53:50,GET /css/main.css HTTP/1.1,200
10.129.2.1,2017-11-30 15:54:58,GET /djquery/jquery-1.8.3.min.js HTTP/1.1,401
10.131.0.1,2017-11-30 16:09:41,GET /standings.php?id=16 HTTP/1.1,200
10.131.2.1,2017-11-30 17:17:35,GET /profile.php?user=samin_1610002 HTTP/1.1,200
10.128.2.1,2017-11-18 19:36:47,GET /home.php HTTP/1.1,302
10.131.2.1,2017-12-17 16:38:48,GET /css/bootstrap.min.css HTTP/1.1,400
10.128.2.1,2018-01-29 20:26:25,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2017-11-30 20:43:11,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1,2017-11-19 06:49:23,GET /edit.php?name=Tazbinur%20Rahaman HTTP/1.1,400
10.131.2.1,2017-11-30 15:04:29,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,2017-12-19 23:16:24,GET /contestsubmission.php?id=11 HTTP/1.1,400
10.128.2.1,2017-11-24 02:36:16,GET /allsubmission.php?page=5 HTTP/1.1,403
10.128.2.1,2017-11-17 05:53:36,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-29 21:53:26,POST /process.php HTTP/1.1,302
10.131.2.1,2017-11-30 16:59:10,GET /login.php HTTP/1.1,200
10.128.2.1,2017-11-17 15:12:16,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,2017-12-17 10:23:28,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-23 18:42:36,GET /submit.php?id=68 HTTP/1.1,400
10.131.0.1,2017-11-29 15:07:45,GET /editcontestproblem.php?id=41 HTTP/1.1,401
10.130.2.1,2017-11-30 18:46:49,GET /details.php?id=36 HTTP/1.1,401
10.130.2.1,2017-12-01 19:02:49,GET /details.php?id=41 HTTP/1.1,200
10.129.2.1,2017-11-30 15:50:36,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,403
10.131.0.1,2017-11-25 21:32:28,GET /logout.php HTTP/1.1,401
10.131.0.1,2017-11-29 14:05:28,GET /showcode.php?id=301&nm=Shawon14012 HTTP/1.1,401
10.128.2.1,2018-01-29 20:27:32,GET /home.php HTTP/1.1,302
10.130.2.1,2017-12-14 10:15:53,GET /showcode.php?id=286&nm=Rakib_1603065 HTTP/1.1,403
10.131.2.1,2017-11-30 16:06:29,GET /css/main.css HTTP/1.1,200
10.131.0.1,2017-11-18 07:16:23,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,401
10.128.2.1,2017-11-30 16:12:58,GET /edit.php?name=shawon HTTP/1.1,403
10.131.2.1,2017-12-18 11:57:51,GET /profile.php?user=ashadullah HTTP/1.1,401
10.129.2.1,2017-11-23 19:41:30,GET /archive.php HTTP/1.1,401
10.129.2.1,2017-11-23 07:32:25,GET /css/normalize.css HTTP/1.1,401
10.130.2.1,2017-11-30 14:38:57,GET / HTTP/1.1,302
10.128.2.1,2017-11-19 13:30:11,GET /login.php HTTP/1.1,200
10.128.2.1,2017-12-14 15:31:34,GET /css/normalize.css HTTP/1.1,200
10.131.0.1,2017-11-26 22:12:42,GET /submit.php?id=64 HTTP/1.1,400
10.130.2.1,2017-11-29 16:23:48,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-30 15:33:02,GET /profile.php?user=Shawon HTTP/1.1,400
10.128.2.1,2017-11-30 20:06:53,GET /setcontest.php HTTP/1.1,400
10.128.2.1,2017-11-30 12:57:56,GET /profile.php?user=mahadi HTTP/1.1,400
10.130.2.1,2018-01-29 20:26:58,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,2017-11-12 11:18:27,GET /action.php HTTP/1.0,401
10.128.2.1,2017-11-19 22:06:26,GET / HTTP/1.1,302
10.128.2.1,2017-11-30 15:46:07,GET /contestsubmission.php?id=16&show=Tasnim_1610007 HTTP/1.1,403
10.131.2.1,2017-12-02 19:32:10,GET /showcode.php?id=294&nm=Rakib_1603065 HTTP/1.1,400
10.130.2.1,2017-11-30 20:52:25,GET /login.php HTTP/1.1,200
10.128.2.1,2018-01-29 20:20:26,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2017-11-22 23:20:42,POST /action.php HTTP/1.1,302
10.131.2.1,2017-11-30 16:06:29,GET /details.php?id=46 HTTP/1.1,400
10.131.2.1,2017-11-30 13:01:38,GET / HTTP/1.1,302
10.128.2.1,2017-11-11 19:46:54,GET /css/normalize.css HTTP/1.1,304
10.129.2.1,2017-11-30 12:06:12,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1,2017-11-30 13:12:31,POST /pcompile.php HTTP/1.1,403
10.131.2.1,2017-12-18 12:01:55,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,401
10.129.2.1,2017-11-30 19:21:40,GET /profile.php?user=Rakib_1603065 HTTP/1.1,400
10.130.2.1,2018-01-29 20:23:37,GET /home.php HTTP/1.1,302
10.129.2.1,2017-11-14 16:32:31,GET /css/font-awesome.min.css HTTP/1.1,304
10.131.0.1,2017-11-30 17:24:20,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,2017-11-30 16:07:49,GET /description.php?id=63 HTTP/1.1,400
10.128.2.1,2017-11-30 17:25:57,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1,2018-01-29 20:23:41,GET /home.php HTTP/1.1,302
10.128.2.1,2017-11-30 12:27:06,GET /details.php?id=33 HTTP/1.1,200
10.130.2.1,2017-11-30 16:03:58,GET /home.php HTTP/1.1,200
10.128.2.1,2017-11-16 16:17:31,GET /djs/bootstrap-datetimepicker.js HTTP/1.1,200
10.131.2.1,2017-11-09 11:36:03,GET /process.php HTTP/1.0,403
10.128.2.1,2017-12-17 16:38:32,GET /archive.php?page=1 HTTP/1.1,403
10.131.0.1,2017-11-30 14:56:51,GET /home.php HTTP/1.1,200
10.131.2.1,2017-11-30 14:59:42,GET /profile.php?user=zerocool HTTP/1.1,403
10.129.2.1,2017-12-20 17:22:02,GET /showcode.php?id=282&nm=ashadullah HTTP/1.1,401
10.128.2.1,2017-11-30 12:11:03,GET / HTTP/1.1,302
10.131.0.1,2017-12-13 08:05:29,GET /robots.txt HTTP/1.1,404
10.130.2.1,2017-11-12 11:18:27,GET /details.php?id=9 HTTP/1.1,401
10.131.2.1,2017-11-30 17:23:50,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1,2017-11-30 19:10:10,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1,2017-11-12 12:58:53,GET /contest.php HTTP/1.1,200
10.129.2.1,2017-11-30 16:16:30,GET /description.php?id=62 HTTP/1.1,400
10.131.2.1,2017-11-30 14:40:17,POST /process.php HTTP/1.1,302
10.129.2.1,2017-11-23 18:19:39,GET /contestsubmission.php?id=11 HTTP/1.1,403
10.131.2.1,2017-11-30 14:06:35,POST /process.php HTTP/1.1,401
10.128.2.1,2017-11-16 20:29:51,GET /login.php HTTP/1.1,200
10.128.2.1,2018-01-29 20:27:34,GET /home.php HTTP/1.1,302
10.131.0.1,2017-12-15 17:07:31,GET /pcompile.php HTTP/1.1,400
10.128.2.1,2017-12-16 06:49:59,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,2017-11-19 22:06:27,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,2017-11-30 16:12:48,GET /profile.php?user=nasif25 HTTP/1.1,403
10.129.2.1,2017-11-29 15:43:42,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.131.2.1,2017-11-30 16:38:52,GET /img/ruet.png HTTP/1.1,200
10.129.2.1,2018-01-29 20:26:24,GET /pcompile.php HTTP/1.0,403
10.130.2.1,2017-12-14 00:00:28,GET /showcode.php?id=301&nm=Shawon14012 HTTP/1.1,400
10.130.2.1,2017-11-13 17:58:28,GET /css/bootstrap.min.css HTTP/1.1,401
10.131.0.1,2018-01-29 20:27:27,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-25 18:17:42,GET /edit.php?name=mahadi HTTP/1.1,403
10.131.0.1,2017-11-30 15:35:03,GET /details.php?name=Magic%20Square&cod=13 HTTP/1.1,400
10.128.2.1,2017-11-30 12:33:48,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1,2017-11-12 20:30:32,GET /showcode.php?id=300&nm=x HTTP/1.1,403
10.131.0.1,2018-01-17 20:15:55,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,2017-11-17 18:32:44,GET /showcode.php?id=294&nm=Rakib_1603065 HTTP/1.1,401
10.129.2.1,2017-11-23 22:31:06,GET /compiler.php HTTP/1.1,200
10.131.0.1,2017-11-30 15:21:17,POST /contestsubmission.php HTTP/1.1,200
10.129.2.1,2017-11-24 02:36:28,GET /home.php HTTP/1.1,200
10.131.0.1,2017-11-23 19:20:15,GET /home.php HTTP/1.1,200
10.128.2.1,2018-01-29 20:17:51,GET /editcontestproblem.php?id=44 HTTP/1.1,403
10.130.2.1,2017-11-11 21:50:32,GET / HTTP/1.1,302
10.129.2.1,2017-11-30 15:12:20,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,2017-11-08 10:03:30,GET / HTTP/1.1,302
10.131.2.1,2017-11-30 16:06:47,GET /contestproblem.php?name= HTTP/1.1,403
10.131.2.1,2017-11-30 15:04:55,GET /djquery/jquery-1.8.3.min.js HTTP/1.1,401
10.128.2.1,2017-12-01 10:50:19,GET /profile.php?user=dhruba_1603088 HTTP/1.1,200
10.130.2.1,2017-11-29 17:55:01,GET /css/normalize.css HTTP/1.1,200
10.130.2.1,2018-01-29 20:26:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2018-01-18 12:48:09,GET /archive.php HTTP/1.1,200
10.130.2.1,2017-11-30 15:20:06,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200
10.131.2.1,2017-12-18 13:59:54,POST /profile.php?user=shawon HTTP/1.1,403
10.130.2.1,2017-12-16 16:22:36,GET /home.php HTTP/1.1,302
10.129.2.1,2017-11-23 13:55:36,GET /contestsubmission.php?id=13&page=2 HTTP/1.1,200
10.128.2.1,2017-11-30 13:15:37,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,401
10.131.0.1,2017-12-12 09:24:18,GET /fonts/fontawesome-webfont.eot?v=4.6.3 HTTP/1.1,401
10.131.2.1,2017-11-19 13:30:11,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,2017-11-30 12:06:08,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,2017-12-13 10:24:38,GET /profile.php?user=uva HTTP/1.1,401
10.128.2.1,2017-11-29 16:45:56,GET /setcontest.php HTTP/1.1,403
10.131.2.1,2017-11-11 19:39:49,GET /description.php?id=77 HTTP/1.1,400
10.131.0.1,2017-11-30 12:43:02,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1,2017-11-30 15:19:45,GET /contestproblem.php HTTP/1.0,400
10.131.0.1,2017-11-17 13:27:57,GET /standings.php?id=3 HTTP/1.1,401
10.131.0.1,2017-11-17 16:48:01,GET /fonts/fontawesome-webfont.eot? HTTP/1.1,200
10.131.0.1,2017-11-29 16:23:11,GET /css/main.css HTTP/1.1,200
10.131.0.1,2017-11-23 07:34:25,GET /description.php?id=55 HTTP/1.1,403
10.129.2.1,2017-12-03 10:19:20,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1,2017-12-01 08:31:11,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,2017-12-01 14:21:48,GET /contestsubmission.php?id=16&show=FFIsty_1603011 HTTP/1.1,401
10.131.0.1,2018-01-16 07:21:39,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-30 16:04:58,GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1,400
10.131.0.1,2017-11-30 15:05:07,GET /contestsubmission.php?id=16&show=utshab_1603022 HTTP/1.1,403
10.130.2.1,2017-12-01 15:03:04,GET /js/chart.min.js HTTP/1.1,401
10.131.0.1,2018-01-29 20:23:42,GET /contestsubmission.php?id=13&page=3 HTTP/1.1,401
10.131.0.1,2017-12-03 14:39:29,GET /img/ruet.png HTTP/1.1,200
10.131.2.1,2017-11-30 14:58:54,POST /home.php HTTP/1.1,403
10.131.0.1,2017-11-30 17:46:57,GET /profile.php?user=abufarhad HTTP/1.1,403
10.128.2.1,2017-12-16 15:24:13,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,401
10.128.2.1,2017-12-14 22:18:43,GET / HTTP/1.1,302
10.131.0.1,2017-11-30 18:43:11,GET /setproblem.php HTTP/1.1,200
10.131.2.1,2017-11-17 15:12:16,GET /img/ruet.png HTTP/1.1,200
10.131.0.1,2017-12-16 18:03:45,GET /css/font-awesome.min.css HTTP/1.1,200
10.129.2.1,2017-11-30 17:03:10,GET /details.php?id=34 HTTP/1.1,403
10.131.2.1,2017-11-30 17:52:33,GET /contestsubmission.php?id=16&show=samin_1610002 HTTP/1.1,200
10.128.2.1,2017-11-25 18:13:18,GET /showcode.php?id=282&nm=ashadullah HTTP/1.1,400
10.130.2.1,2017-11-29 22:21:16,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-30 18:19:47,GET /contest.php HTTP/1.1,401
10.130.2.1,2018-01-29 20:23:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,2017-11-30 15:01:21,GET /details.php?id=45 HTTP/1.1,200
10.131.2.1,2017-11-30 16:17:52,GET /edit.php?name=ksrsingh HTTP/1.1,401
10.131.0.1,2017-11-17 04:34:09,GET /css/main.css HTTP/1.1,200
10.131.2.1,2017-11-09 15:16:36,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,2017-11-19 20:33:19,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-29 16:38:16,GET /contestsubmission.php?id=16&show=samin_1610002 HTTP/1.1,400
10.131.2.1,2017-11-30 15:57:24,GET /submit.php?id=73 HTTP/1.1,400
10.131.0.1,2017-12-21 15:51:57,GET /contestsubmission.php?id=16&show=dhruba_1603088 HTTP/1.1,401
10.131.2.1,2017-11-11 18:10:50,GET /compiler.php HTTP/1.1,302
10.128.2.1,2017-11-23 07:21:42,GET /editcontestproblem.php?id=43 HTTP/1.1,403
10.128.2.1,2017-11-11 19:14:46,GET /contest.php HTTP/1.1,403
10.128.2.1,2017-11-30 17:14:51,GET /profile.php?user=shawon HTTP/1.1,401
10.129.2.1,2017-11-22 14:48:17,GET / HTTP/1.1,302
10.130.2.1,2017-11-30 16:38:41,GET /description.php?id=60 HTTP/1.1,400
10.128.2.1,2018-01-29 20:19:04,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-10 20:27:18,GET /robots.txt HTTP/1.1,404
10.128.2.1,2018-01-29 20:18:33,GET /home.php HTTP/1.1,302
10.129.2.1,2017-11-29 06:59:03,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,401
10.130.2.1,2018-01-29 20:26:38,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,403
10.131.0.1,2017-11-30 15:12:43,GET /details.php?id=43 HTTP/1.1,200
10.129.2.1,2017-11-19 20:58:59,GET / HTTP/1.1,302
10.128.2.1,2017-11-30 17:01:10,GET /favicon.ico HTTP/1.1,401
10.128.2.1,2018-01-29 20:21:40,GET /login.php HTTP/1.1,200
10.129.2.1,2017-12-20 08:19:11,GET /robots.txt HTTP/1.1,403
10.131.2.1,2017-11-30 12:16:34,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,2017-11-30 12:22:06,GET /contestsubmission.php?id=14&show=bruce HTTP/1.1,400
10.130.2.1,2017-11-30 18:08:51,GET /home.php HTTP/1.0,403
10.131.0.1,2017-11-29 15:12:44,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,400
10.130.2.1,2017-11-30 16:08:17,GET /editcontest.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,403
10.130.2.1,2017-11-17 05:20:26,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.130.2.1,2017-11-30 16:39:03,GET /archive.php?page=1 HTTP/1.1,401
10.131.2.1,2017-12-19 22:49:28,GET /details.php?id=42 HTTP/1.1,403
10.131.0.1,2017-11-30 17:54:23,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1,2017-11-23 19:03:22,POST /compile.php HTTP/1.1,200
10.131.2.1,2017-11-13 16:05:01,GET /home.php HTTP/1.1,200
10.131.2.1,2017-12-01 15:02:04,GET /process.php HTTP/1.0,403
10.130.2.1,2017-11-30 13:23:53,GET /allsubmission.php?page=5 HTTP/1.1,403
10.128.2.1,2017-12-13 13:53:47,GET /login.php HTTP/1.1,200
10.131.0.1,2017-12-01 14:58:29,GET /css/style.css HTTP/1.1,200
10.129.2.1,2017-12-01 15:33:01,GET /css/style.css HTTP/1.1,200
10.128.2.1,2017-11-30 15:42:26,GET /details.php?id=42 HTTP/1.1,200
10.130.2.1,2017-11-25 19:27:21,GET /img/ruet.png HTTP/1.1,200
10.130.2.1,2017-12-16 06:50:01,GET /profile.php?user=ashadullah HTTP/1.1,401
10.130.2.1,2017-11-30 16:31:00,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1,2017-12-13 18:13:42,POST /compile.php HTTP/1.1,403
10.131.0.1,2017-11-30 15:24:14,GET /standings.php?id=16 HTTP/1.1,200
10.130.2.1,2017-11-30 15:20:34,POST /profile.php?user=shawon HTTP/1.1,401
10.131.0.1,2017-12-14 01:58:19,GET /home.php HTTP/1.1,200
10.128.2.1,2017-12-17 18:47:20,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,2017-11-19 06:55:00,GET /description.php?id=58 HTTP/1.1,401
10.131.0.1,2017-11-23 19:00:39,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1,2017-12-14 04:53:31,GET /login.php HTTP/1.1,200
10.130.2.1,2017-11-29 16:37:51,GET /login.php HTTP/1.1,200
10.131.0.1,2017-11-30 17:03:09,POST /home.php HTTP/1.1,200
10.128.2.1,2018-01-18 12:47:43,GET /showcode.php?id=281&nm=shawon HTTP/1.1,403
10.130.2.1,2018-01-16 06:00:50,GET /home.php HTTP/1.1,302
10.130.2.1,2017-11-12 22:44:55,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,2017-12-01 19:08:20,GET /description.php?id=78 HTTP/1.1,200
10.131.0.1,2017-11-11 19:24:26,GET /submit.php?id=73 HTTP/1.1,401
10.131.0.1,2017-11-29 14:54:55,GET /home.php HTTP/1.1,200
10.130.2.1,2017-11-30 15:51:12,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1,2017-11-18 07:14:41,GET /home.php HTTP/1.1,200
10.131.2.1,2017-11-30 13:17:19,GET /description.php?id=63 HTTP/1.1,403
10.128.2.1,2017-12-17 18:43:27,GET /login.php HTTP/1.1,302
10.128.2.1,2017-11-30 17:58:23,POST /update.php HTTP/1.1,400
10.131.0.1,2017-11-26 20:54:34,GET /contestsubmission.php?id=13&page=4 HTTP/1.1,400
10.129.2.1,2017-12-01 10:31:03,GET /favicon.ico HTTP/1.1,403
10.128.2.1,2017-11-26 20:02:13,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1,2017-11-24 07:27:43,GET /login.php HTTP/1.1,200
10.129.2.1,2017-11-30 16:37:18,GET /standings.php?id=16 HTTP/1.1,200
10.131.0.1,2017-11-13 18:34:57,GET /login.php HTTP/1.1,200
10.131.0.1,2017-12-18 19:01:45,GET /submit.php?id=68 HTTP/1.1,401
10.131.2.1,2017-11-11 19:16:16,GET /description.php?id=73 HTTP/1.1,400
10.130.2.1,2017-11-16 15:32:36,GET /login.php HTTP/1.1,200
10.131.2.1,2017-11-30 16:15:05,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200
10.131.0.1,2017-11-17 12:44:22,GET / HTTP/1.1,302
10.128.2.1,2018-01-29 20:26:43,GET /home.php HTTP/1.1,302
10.130.2.1,2017-11-29 16:44:34,GET /showcode.php?id=301&nm=Shawon14012 HTTP/1.1,400
